filename,video_id,frame_id,label
1-00001.jpg,1,1,0
1-00002.jpg,1,2,0
1-00003.jpg,1,3,0
1-00004.jpg,1,4,0
1-00005.jpg,1,5,0
1-00006.jpg,1,6,0
1-00007.jpg,1,7,0
1-00008.jpg,1,8,0
1-00009.jpg,1,9,0
1-00010.jpg,1,10,0
1-00011.jpg,1,11,0
1-00012.jpg,1,12,0
1-00013.jpg,1,13,0
1-00014.jpg,1,14,0
1-00015.jpg,1,15,0
1-00016.jpg,1,16,0
1-00017.jpg,1,17,0
1-00018.jpg,1,18,0
1-00019.jpg,1,19,0
1-00020.jpg,1,20,0
1-00021.jpg,1,21,0
1-00022.jpg,1,22,0
1-00023.jpg,1,23,0
1-00024.jpg,1,24,0
1-00025.jpg,1,25,0
1-00026.jpg,1,26,0
1-00027.jpg,1,27,0
1-00028.jpg,1,28,0
1-00029.jpg,1,29,0
1-00030.jpg,1,30,0
1-00031.jpg,1,31,0
1-00032.jpg,1,32,0
1-00033.jpg,1,33,0
1-00034.jpg,1,34,0
1-00035.jpg,1,35,0
1-00036.jpg,1,36,0
1-00037.jpg,1,37,0
1-00038.jpg,1,38,0
1-00039.jpg,1,39,0
1-00040.jpg,1,40,0
1-00041.jpg,1,41,0
1-00042.jpg,1,42,0
1-00043.jpg,1,43,0
1-00044.jpg,1,44,0
1-00045.jpg,1,45,0
1-00046.jpg,1,46,0
1-00047.jpg,1,47,0
1-00048.jpg,1,48,0
1-00049.jpg,1,49,0
1-00050.jpg,1,50,0
1-00051.jpg,1,51,0
1-00052.jpg,1,52,0
1-00053.jpg,1,53,0
1-00054.jpg,1,54,0
1-00055.jpg,1,55,0
1-00056.jpg,1,56,0
1-00057.jpg,1,57,0
1-00058.jpg,1,58,0
1-00059.jpg,1,59,0
1-00060.jpg,1,60,0
1-00061.jpg,1,61,0
1-00062.jpg,1,62,0
1-00063.jpg,1,63,0
1-00064.jpg,1,64,0
1-00065.jpg,1,65,0
1-00066.jpg,1,66,0
1-00067.jpg,1,67,0
1-00068.jpg,1,68,0
1-00069.jpg,1,69,0
1-00070.jpg,1,70,0
1-00071.jpg,1,71,0
1-00072.jpg,1,72,0
1-00073.jpg,1,73,0
1-00074.jpg,1,74,0
1-00075.jpg,1,75,0
1-00076.jpg,1,76,0
1-00077.jpg,1,77,0
1-00078.jpg,1,78,0
1-00079.jpg,1,79,0
1-00080.jpg,1,80,0
1-00081.jpg,1,81,0
1-00082.jpg,1,82,0
1-00083.jpg,1,83,0
1-00084.jpg,1,84,0
1-00085.jpg,1,85,0
1-00086.jpg,1,86,0
1-00087.jpg,1,87,0
1-00088.jpg,1,88,0
1-00089.jpg,1,89,0
1-00090.jpg,1,90,0
1-00091.jpg,1,91,0
1-00092.jpg,1,92,0
1-00093.jpg,1,93,0
1-00094.jpg,1,94,0
1-00095.jpg,1,95,0
1-00096.jpg,1,96,0
1-00097.jpg,1,97,0
1-00098.jpg,1,98,0
1-00099.jpg,1,99,0
1-00100.jpg,1,100,0
1-00101.jpg,1,101,0
1-00102.jpg,1,102,0
1-00103.jpg,1,103,0
1-00104.jpg,1,104,0
1-00105.jpg,1,105,0
1-00106.jpg,1,106,0
1-00107.jpg,1,107,0
1-00109.jpg,1,109,0
1-00110.jpg,1,110,0
1-00111.jpg,1,111,0
1-00112.jpg,1,112,0
1-00113.jpg,1,113,0
1-00114.jpg,1,114,0
1-00115.jpg,1,115,0
1-00116.jpg,1,116,0
1-00117.jpg,1,117,0
